	fecha	prediccion	medicion
231	2015-01-02 19:00:00	pred_9	18.37108541816405
232	2015-01-02 19:00:00	pred_4	12.362257810028806
233	2015-01-02 19:00:00	pred_3	13.895201121471601
234	2015-01-02 19:00:00	pred_6	14.893410728101216
235	2015-01-02 19:00:00	pred_12	21.814396584053558
236	2015-01-02 19:00:00	pred_8	16.466925050042924
237	2015-01-02 19:00:00	pred_2	17.955317491213805
238	2015-01-02 19:00:00	pred_1	15.525061622848995
239	2015-01-02 19:00:00	pred_10	14.440764041986597
240	2015-01-02 20:00:00	pred_1	19.719802132670218
241	2015-01-02 20:00:00	pred_4	19.893136115486804
242	2015-01-02 20:00:00	pred_11	16.261408924316427
243	2015-01-02 20:00:00	pred_9	16.809381496222528
244	2015-01-02 20:00:00	pred_3	19.49712300113069
245	2015-01-02 20:00:00	pred_10	15.983146347450367
246	2015-01-02 20:00:00	pred_5	23.34096427232945
247	2015-01-02 20:00:00	pred_7	19.876685688812888
248	2015-01-02 20:00:00	pred_2	20.955930679151873
249	2015-01-02 20:00:00	pred_12	16.20989878060855
250	2015-01-02 20:00:00	pred_6	24.01813438273893
251	2015-01-02 20:00:00	pred_8	18.486794221364622
252	2015-01-02 21:00:00	pred_7	61.64232940312693
253	2015-01-02 21:00:00	pred_2	63.71091866441814
254	2015-01-02 21:00:00	pred_9	54.35154353577728
255	2015-01-02 21:00:00	pred_6	58.842733573249475
256	2015-01-02 21:00:00	pred_1	63.286284806516726
257	2015-01-02 21:00:00	pred_10	50.051654197145474
258	2015-01-02 21:00:00	pred_11	48.422613196665154
259	2015-01-02 21:00:00	pred_12	47.86354075127928
260	2015-01-02 21:00:00	pred_4	62.377012569968436
261	2015-01-02 21:00:00	pred_5	65.99951605781354
262	2015-01-02 21:00:00	pred_8	59.615621468794146
263	2015-01-02 21:00:00	pred_3	63.12792487378461
264	2015-01-02 22:00:00	pred_10	30.231359394082965
265	2015-01-02 22:00:00	pred_11	29.914903256582217
266	2015-01-02 22:00:00	pred_12	30.55965085294939
267	2015-01-02 22:00:00	pred_5	27.549231903241033
268	2015-01-02 22:00:00	pred_4	29.2750195063622
269	2015-01-02 22:00:00	pred_7	27.75120413183224
270	2015-01-02 22:00:00	pred_8	28.802910980686196
271	2015-01-02 22:00:00	pred_9	31.851709121275395
272	2015-01-02 22:00:00	pred_6	28.419918206525782
273	2015-01-02 22:00:00	pred_1	28.8414618838432
274	2015-01-02 22:00:00	pred_2	25.167925106856643
275	2015-01-02 22:00:00	pred_3	26.93486813507453
